Address,Is address
"Shop 16, BPTP Princess Park Shopping Arcade, Sector 86, Faridabad",1
"Huda Market, Sector 9, Faridabad",1
"Sector 9, Faridabad",1
"Shop 100, Main HUDA Market, Sector 9, Faridabad",1
"SCF 218, Huda Market, Sector 9, Faridabad",1
"383, Sector 9, Faridabad",1
"Ground Floor, SRS Mall, City Centre, Sector 12, Faridabad",1
"HR 1B, Pul Pehladpur, Main Suraj Kund Road, Suraj Kund, Faridabad",1
"HR-250, B/10, 60 Feet Road, Pul Prahladpur, Suraj Kund, Faridabad",1
"H-250, B/10, 60 Feet Road, Pul Prahladpur, Suraj Kund, Faridabad",1
"A-4, Pul Prahladpur, Suraj Kund Road, Suraj Kund, Faridabad",1
"A 34, Pul Pehladpur, Main Surajkund Road, Suraj Kund, Faridabad",1
"Near Anandvan, Opposite NHPC Society, Suraj Kund Road, Suraj Kund, Faridabad",1
"Opposite CNG Pump, Pul Prahladpur, Suraj Kund Road, Suraj Kund, Faridabad",1
"B-147, Naveen Plaza, Sharma Market, Prahladpur, Suraj Kund, Faridabad",1
"A-3, Pul Prahladpur, Main Suraj Kund Road, Suraj Kund, Faridabad",1
"285, DDA Flat, Suraj Kund Road, Pul Prahladpur, Suraj Kund, Faridabad",1
"A-1, Shiv Durga Vihar, Near Eros Garden, Suraj Kund, Faridabad",1
"HR 62E, 60 Feet Road Pul Pehladpur, New Delhi",1
"HR 62, CD 60 Foot Road, Pul Pehladpur, Near Sharma Market, New Delhi",1
"Shop 5, Anangpur Chowk, Green Field, Opposite Apartments, Suraj Kund Road, Faridabad",1
"1, Anangpur Chowk, Opposite Omaxe Forest & Spa, Suraj Kund, Faridabad",1
"A-1559, Green Field Colony, Suraj Kund, Faridabad",1
"E 588, Mittal Colony, Pul Parahladpur, Suraj Kund Road, Faridabad, Suraj Kund, Faridabad",1
"A-8, A-60 Feet Road, Pul Prahladpur, Suraj Kund, Faridabad",1
"57, EWA, Charmwood Village, Suraj Kund, Faridabad",1
"The Atrium Hotel, Shooting Range Road, Suraj Kund, Faridabad",1
"The Atrium Hotel, Shooting Range Road, Suraj Kund, Faridabad",1
"Vibe by The Lalit Traveller, 12/7, Sector 35, Faridabad",1
"MB 48, Shipra Suncity, Indirapuram, Ghaziabad",1
"Shop 24, Regalia Heights, Shipra Suncity, Indirapuram, Ghaziabad",1
"Near Shipra Mall, Indirapuram, Ghaziabad",1
"C-1, Saya Zenith, Next to CISF Camp, Opposite Shipra Sun City, Indirapuram, Ghaziabad",1
"Mall Road, Ahinsha Khand ll, Near Shanti Gopal Hospital, Indirapuram, Ghaziabad",1
"C 17, 1st Floor, Patparganj Industrial Area, Kaushambi, Ghaziabad",1
"Level 3, Shipra Mall, Vaibhav Khand, Gulmohar Road, Indirapuram, Ghaziabad",1
"Ground Floor, Shipra Mall, Gulmohar Road, Indirapuram, Ghaziabad",1
"1st Floor, Shipra Mall, Gulmohar Road, Indirapuram, Ghaziabad",1
"Shop 18, Ground Floor, Shipra Mall, Vaibhav Khand, Indirapuram, Ghaziabad",1
"1st Floor, Shipra Mall, Gulmohar Road, Indirapuram, Ghaziabad",1
"Bite Inn Food Court, 2nd Floor, Shipra Mall, Gulmohar Road, Indirapuram, Ghaziabad",1
"3rd Floor, Shipra Mall, Indirapuram, Ghaziabad",1
"1st Floor, Shipra Mall, Gulmohar Road, Indirapuram, Ghaziabad",1
"Shop 18, Lower Ground, Shipra Mall, Indirapuram, Ghaziabad",1
"Food Court, 2nd Floor, Shipra Mall, Indirapuram, Ghaziabad",1
"1, Food Court, 2nd Floor, Shipra Mall, Indirapuram, Ghaziabad",1
"18, 2nd Floor, Shipra Mall, Gulmohar Road, Indirapuram, Ghaziabad",1
"9, Shipra Mall, Indirapuram, Ghaziabad",1
"Ground Floor, Shipra Mall, Indirapuram, Ghaziabad",1
"19 & 50, Level 2, Shipra Mall, Indirapuram, Ghaziabad",1
"Ground Floor, Shipra Mall, Gulmohar Road, Indirapuram, Ghaziabad",1
"Shop 34-40, Level 3, Shipra Mall, Gulmohar Road, Indirapuram, Ghaziabad",1
"A Block Market, Surya Nagar, Ghaziabad",1
"Shop 4, B Block, Main Market, Opposite Vivek Vihar, Surya Nagar, Ghaziabad",1
"1054, Sim Vaddo, Anjuna, Goa",1
"Anjuna Main Road, Opposite Paradise Guest House, Anjuna, Goa",1
"82, Sim Waddo, Arpora Hill, Anjuna, Goa",1
"Anjuna Beach, Anjuna, Goa",1
"Aswem Beach, Near Papa Jolly Hotel, Aswem Road, Morjim, Arambol, Goa",1
"Baga Beach, Calangute-Baga Road, Baga, Goa",1
"Baga Calangute, Bardez, Baga, Goa",1
"Agar Waddo, Calangute Arpora Road, Bardez, Baga, Goa",1
"Ranvaddo, Salcete, Betalbatim, Goa",1
"5/181, Calangute Baga Junction, Calangute, Goa",1
"Calangute Beach, Calangute, Goa",1
"Main Candolim Road, Titos Vaddo, Candolim, Goa",1
"Dando Beach, Opposite Santana Beach Resort, Candolim, Goa",1
"Before The Leela, Mobor, Cavelossim, Goa",1
"Near Bank Of India, Bhatiwado, Nerul, Goa",1
"1st Floor, Vagle Vision, 18th June Road, Panaji, Goa",1
"Swami Vivekanand Road, Near ICICI Bank, Panaji, Goa",1
"Sunaparanta Centre For The Arts, Altinho, Panaji, Goa",1
"D. B. Bandodkar Road, Campal, Panaji, Goa",1
"Small Vagator Beach, Ozran, Vagator, Goa",1
"Shop GF-18, ILD Trade Centre, Sector 47, Near Sohna Road, Gurgaon",1
"112/112-A, 1st Floor, ILD Trade Centre, Near Subhash Chowk, Sohna Road, Gurgaon",1
"3rd Floor, Ambience Mall, Gurgaon",1
"3rd Floor, Ambience Mall, Gurgaon",1
"27, Ground Floor, Ansal Plaza Mall, Palam Vihar, Gurgaon",1
"Ground Floor, Ansal Plaza Mall, Palam Vihar, Gurgaon",1
"Ground Floor, Ansal Plaza Mall, Palam Vihar, Gurgaon",1
"Ground Floor, Ansal Plaza Mall, Palam Vihar, Gurgaon",1
"5, Sector 52 A, Near Ardee City, Gurgaon",1
"IOCL Petrol Pump, Ardee City, Gurgaon",1
"C Block Market, Sector 52, Ardee City, Gurgaon",1
"Vohra Market, Near Government School, Ardee City, Gurgaon",1
"Shop 19, Baba Chitru Complex, Sector 52, Near, Ardee City, Gurgaon",1
"Ardee City, Gurgaon",1
"C-51, Sector 52, Ardee City, Gurgaon",1
"Ground Floor, Artemis Hospital, Sector 51, Ardee City, Gurgaon",1
"D12/12b, Ardee City, Gurgaon",1
"Vohra Market, Near Government School, Ardee City, Gurgaon",1
"Ardee City, Gurgaon",1
"Shop 4, B Block, Vicky Market, Ardee City, Gurgaon",1
"Vohra Market, Near Government School, Ardee City, Gurgaon",1
"Opposite Block D-10, Sector 52, Ardee City, Gurgaon",1
"1797, Gate 3, Opposite Block D-10, Sector 52, Ardee City, Gurgaon",1
"C Block, Near Walking Park, Ardee City, Gurgaon",1
"Mata Road, Wazirabad, Ardee City, Gurgaon",1
"VPO, Wazirabad, Sector 52, Ardee City, Gurgaon",1
"C Block, Sector 52, Ardee City, Gurgaon",1
"Best Western Skycity Hotel, 1 Old Judicial Complex, Sector 15, Gurgaon",1
"Best Western Skycity Hotel, 1, Old Judicial Complex, Sector 15, Gurgaon",1
"133/134, Central Arcade, DLF Phase 2, Gurgaon",1
"Sector 53, Gurgaon",1
"G-4/5, Central Plaza Mall, Golf Course Road, Gurgaon",1
"GF-11, Central Plaza Mall, Golf Course Road, Gurgaon",1
"Ground Floor, Central Plaza Mall, Golf Course Road, Gurgaon",1
"2, Central Plaza Mall, Golf Course Road, Gurgaon",1
"G-6, Central Plaza Mall, Golf Course Road, Gurgaon",1
"F10/F11, Central Plaza Mall, Golf Course Road, Gurgaon",1
"Ground Floor 1, Central Plaza Mall, Golf Course Road, Gurgaon",1
"Shop 18, Ground Floor, Central Plaza Mall, Golf Course Road, Gurgaon",1
"13 & 28, Central Plaza, Golf Course Road, Gurgaon",1
"Country Inn & Suites by Carlson, Sector 29, Gurgaon",1
"Country Inn & Suites by Carlson, Old Delhi Gurgaon Road, Sector 12, Gurgaon",1
"Country Inn & Suites by Carlson, Old Delhi Gurgaon Road, Sector 12, Gurgaon",1
"Country Inn & Suites By Carlson, 406, Phase 3, Udyog Vihar, Gurgaon",1
"Country Inn & Suites By Carlson, 10th KM Stone, Bhondsi, Sohna Road, Gurgaon",1
"Courtyard by Marriott, Plot 27 B, Sushant Lok 1, Sushant Lok, Gurgaon",1
"Courtyard by Marriott, Plot 27 B, Sushant Lok 1, Sushant Lok, Gurgaon",1
"Shop 212/214, Level 2, Cross Point Mall, DLF Phase 4, Gurgaon",1
"G 11, DLF Cross Point Mall, Opposite Galleria Market, DLF Phase 4, Gurgaon",1
"1st Floor, Cross Point Mall, DLF Phase 4, Gurgaon",1
"Shop 217, 2nd Floor, Cross Point Mall, DLF Phase 4, Gurgaon",1
"116, 117, & 130, 1st Floor, Cross Point Mall, DLF Phase 4, Gurgaon",1
"Shop 204-206, Cross Point Mall, DLF Phase 4, Gurgaon",1
"2nd Floor, Cross Point Mall, DLF Phase 4, Gurgaon",1
"2nd Floor, Cross Point Mall, Galleria Market DLF Phase 4, Gurgaon",1
"Crowne Plaza, NH-8, Sector 29, Gurgaon",1
"Crowne Plaza, National Highway 8, Sector 29, Gurgaon",1
"KG-5 C, Ground Floor, Tower C, Cyber Greens, DLF Cyber City, Gurgaon",1
"102, 1st Floor, Cyber Hub, DLF Cyber City, Gurgaon",1
"Ground Floor, Shop 6, Building 8, Tower C, Cyber Hub, DLF Cyber City, Gurgaon",1
"Shop 106-107, Cyber Hub, DLF Cyber City, Gurgaon",1
"Cyber Hub, DLF Cyber City, Gurgaon",1
"Shop 15, Ground Floor, Cyber Hub, DLF Cyber City, Gurgaon",1
"K-1, Ground Floor, Near Building 8, Cyber Hub, DLF Cyber City, Gurgaon",1
"11, Cyber Hub, DLF Cyber City, Gurgaon",1
"K-5, Cyber Hub, DLF Cyber City, Gurgaon",1
"K-5/A, Near Building 8-B Entrance, Cyber hub, DLF Cyber City, Gurgaon",1
"Cyber Hub, DLF Cyber City, Gurgaon",1
"K-3A, Cyber Hub, Phase 2, DLF Cyber City, Gurgaon",1
"103, 1st Floor, Cyber Hub, DLF Cyber City, Gurgaon",1
"Cyber Hub, DLF Cyber City, Gurgaon",1
"K-4/A, Ground Floor, Cyber Hub, DLF Cyber City, Gurgaon",1
"Shop 108, 1st Floor, Cyber Hub, DLF Cyber City, Gurgaon",1
"9, Ground Floor, Cyber Hub, Opposite Gateway Towers, DLF Cyber City, Gurgaon",1
"Shop 101, 1st Floor, Cyber Hub, DLF Cyber City, Gurgaon",1
"K3-B, Ground Floor, Cyber Hub, DLF Cyber City, Gurgaon",1
"2nd Floor, Cyber Hub, DLF Cyber City, Gurgaon",1
"K-4B, Ground Floor, Cyber Hub, DLF Cyber City, Gurgaon",1
"110, 1st Floor, Cyber Hub, DLF Cyber City, Gurgaon",1
"Cyber Hub, DLF Cyber City, Gurgaon",1
"Ground Floor, Cyber Hub, DLF Cyber City, Gurgaon",1
"201-202, Cyber Hub, DLF Cyber City, Gurgaon",1
"Cyber Hub, DLF Cyber City, Gurgaon",1
"Ground Floor, DLF Cyber City, Gurgaon",1
"Ground Floor, Cyber Hub, DLF Cyber City, Gurgaon",1
"2-A, UGF/A, Ground Floor, Building 10, Cyber Hub, DLF Cyber City, Gurgaon",1
"Cyber Hub, DLF Cyber City, Gurgaon",1
"Shop 10, Ground Floor, Cyber Hub, DLF Cyber City, Gurgaon",1
"Cyber Hub, DLF Cyber City, Gurgaon",1
"Building 10, Tower B,  Cyber Hub, DLF Cyber City, Gurgaon",1
"1st Floor, Cyber Hub, DLF Cyber City, Gurgaon",1
"7-8, Ground Floor, Cyber Hub, DLF Cyber City, Gurgaon",1
"Unit 4/5/104/105, R Block, Cyber Hub, DLF Cyber City, Gurgaon",1
"Unit 2A, Building 10, Cyber Hub, DLF Cyber City, Gurgaon",1
"6-7, Ground Floor, Cyber Hub, DLF Cyber City, Gurgaon",1
"Cyber Hub, DLF Cyber City, Gurgaon",1
"Tower B, Building 10, Cyber Hub, DLF Cyber City, Gurgaon",1
"3, Ground Floor, Cyber Hub, DLF Cyber City, Gurgaon",1
"Unit 1A, Ground Floor, Building 10, Tower C, DLF Cyber City, Gurgaon",1
"Near DLF Phase 2 Rapid Metro Station, DLF Cyber City, Gurgaon",1
"Ground Floor, Tower B Atrium, Building 5, Near Indian Oil Petrol Pump, DLF Cyber City, Gurgaon",1
"Premises 2G, Building 10, Tower A, DLF Cyber City, Gurgaon",1
"UGF/RTC 9, Building 8, Tower C, DLF- 2, DLF Cyber City, Gurgaon",1
"UGF/B/2C, Building 10B, DLF Cyber Hub, Gurgaon, DLF Cyber City, Gurgaon",1
"R-2, Level 2, DLF Galleria, DLF Phase 4, Gurgaon",1
"SF-71, 1st Floor, DLF Galleria, DLF Phase 4, Gurgaon",1
"SG-102, Ground Floor, DLF Galleria, DLF Phase 4, Gurgaon",1
"SF-27, DLF Galleria, DLF Phase 4, Gurgaon",1
"SF-44, 1st Floor, DLF Galleria Market, DLF Phase 4, Gurgaon",1
"SF 89-81, 1st Floor, DLF Galleria, DLF Phase 4, Gurgaon",1
"SF-14, 1st Floor, DLF Galleria, DLF Phase 4, Gurgaon",1
"1st Floor, SF 90, Galleria Market, DLF Phase 4, Gurgaon",1
"SF-008, DLF Galleria, DLF Phase 4, Gurgaon",1
"22, DLF Galleria, DLF Phase 4, Gurgaon",1
"SF-124 & SG - 48, DLF Galleria, DLF Phase 4, Gurgaon",1
"105, Ground Floor, DLF Galleria Market, DLF Phase 4, Gurgaon",1
"SF-35, 1st Floor, DLF Galleria Market, DLF Phase 4, Gurgaon",1
"SG-84 & 85, DLF Galleria, DLF Phase 4, Gurgaon",1
"SF-85, Galleria Market, DLF Phase 4, Gurgaon",1
"SF-12, 1st Floor, DLF Galleria Market, DLF Phase 4, Gurgaon",1
"106, DLF Galleria, DLF Phase 4, Gurgaon",1
"Lower Ground Floor, DLF Mega Mall, DLF Phase 1, Gurgaon",1
"Upper Ground Floor, DLF Mega Mall, DLF Phase 1, Gurgaon",1
"Food Court, 3rd Floor, DLF Mega Mall, DLF Phase 1, Gurgaon",1
"7, Food Court, 3rd Floor, DLF Mega Mall, DLF Phase 1, Gurgaon",1
"314-315, Food Court, 3rd Floor, DLF Mega Mall, DLF Phase 1, Gurgaon",1
"5, Food Court, 3rd Floor, DLF Mega Mall, DLF Phase 1, Gurgaon",1
"Ground Floor, DLF Mega Mall, DLF Phase 1, Gurgaon",1
"First Floor, DLF Mega Mall, DLF Phase 1, Gurgaon",1
"Lower Ground Floor, DLF Mega Mall, DLF Phase 1, Gurgaon",1
"Food Court, 3rd Floor, DLF Mega Mall, DLF Phase 1, Gurgaon",1
"Food Court, 3rd Floor, DLF Mega Mall, DLF Phase 1, Gurgaon",1
"242A & 242B, 1st & 2nd Floor, DLF Mega Mall, DLF Phase 1, Gurgaon",1
"5, Food Court, 3rd Floor, DLF Mega Mall, DLF Phase 1, Gurgaon",1
"Ground Floor, DLF Mega Mall, DLF Phase 1, Gurgaon",1
"MS-44, Upper Ground Floor, DLF Mega Mall, DLF Phase 1, Gurgaon",1
"DLF Phase 1, Gurgaon",1
"B-5/8, Near Qutab Plaza, DLF Phase 1, Gurgaon",1
"H Block, DLF Phase 1, Gurgaon",1
"D-89, Shopping Mall, Arjun Marg, DLF Phase 1, Gurgaon",1
"A-55/2, Near DLF Mega Mall, DLF Phase 1, Gurgaon",1
"A-55/12, Behind DT Mega Mall, DLF Phase 1, Gurgaon",1
"A Block, DLF Phase 1, Gurgaon",1
"Arjun Marg Market, DLF Phase 1, Gurgaon",1
"DLF Phase 1, Gurgaon",1
"DLF Phase 1, Gurgaon",1
"Pillar No. 12, Opposite Sikanderpur Rapid Metro Station,DLF Phase 1 Road",1
"2020, Main Road, Near Union Bank, Saraswati Vihar, DLF Phase 1, Gurgaon",1
"D-144, Shopping Mall, Arjun Marg, DLF Phase 1, Gurgaon",1
"C-9/9-D, DLF Phase 1, Gurgaon",1
"DLF Phase 1, Gurgaon",1
"H Block, DLF Phase 1, Gurgaon",1
"16/6, H Block, DLF Phase 1, Gurgaon",1
"Behind DT Mega Mall, DLF Phase 1, Gurgaon",1
"H-16/6, Ground Floor, DLF Phase 1, Gurgaon",1
"DLF Phase 1, Gurgaon",1
"DLF Phase 1, Gurgaon",1
"DLF Phase 1, Gurgaon",1
"16/6, H Block, DLF Phase 1, Gurgaon",1
"Plot H-16/6, DLF Phase 1, Gurgaon",1
"3rd Floor, DLF Mega Mall, DLF Phase 1, Gurgaon",1
"F-9/14, DLF Phase 1, Gurgaon",1
"Shopping Mall, Arjun Marg, DLF Phase 1, Gurgaon",1
"N Block, DLF Phase 2, Gurgaon",1
"Opposite 15 Dakshin Marg, DLF Phase 2, Gurgaon",1
"N4/19,  N-Block, DLF Phase 2, Gurgaon",1
"J 10/7, DLF Phase 2, Gurgaon",1
"DLF Phase 2, Gurgaon",1
"A 201, Belvedere Towers, DLF Phase 2, Gurgaon",1
"K-13/3, DLF Phase 2, Gurgaon",1
"Opposite Plot 14, Sector 18, Near DLF Phase 2, Gurgaon",1
"K-7/41A, DLF Phase 2, Gurgaon",1
"M 9, DLF Phase 2, Gurgaon",1
"Shop 2, U-73, DLF Phase 3, Gurgaon",1
"S 31/1, Main Road, Near St. Stephen's Hospital, DLF Phase 3, Gurgaon",1
"U 1/52-53, DLF Phase 3, Gurgaon",1
"U-8/26, DLF Phase 3, Gurgaon",1
"U/15/27, DLF Phase 3, Gurgaon",1
"67/53/54, DLF Phase 3, Gurgaon",1
"Cyber Green, Nathupur, DLF Phase 3, Gurgaon",1
"IBP Petrol Pump, Nathupur, DLF Phase 3, Gurgaon",1
"Shop 12 & 13, U-25/31A, Pink Town House Road, Opposite Shemrock School, DLF Phase 3, Gurgaon",1
"S-27/9, Shop  5, DLF Phase 3, Gurgaon",1
"S-27/9, The Village Super Mart, Opposite Pullman Hotel, DLF Phase 3, Gurgaon",1
"U-1/29, DLF Phase 3, Gurgaon",1
"S-27/9 H, DLF Phase 3, Gurgaon",1
"U 44/31-1, DLF Phase 3, Gurgaon",1
"DLF Phase 3, Gurgaon",1
"1st Floor, Near Phase 3 Rapid Metro Station, DLF Phase 3, Gurgaon",1
"DLF Phase 3, Gurgaon",1
"U Block 1/16, DLF Phase 3, Gurgaon",1
"U-54/21, DLF Phase 3, Gurgaon",1
"Near Rapid Metro, DLF Phase 3, Gurgaon",1
"U-10/25, DLF phase 3, Gurgaon, Haryana-122001, DLF Phase 3, Gurgaon",1
"Near U Block, Rapid Metro Station, DLF Phase 3, Gurgaon",1
"16/26, U Block, DLF Phase 3, Gurgaon",1
"E-04, EWS Complex, Belverde Palace, Main U 16 Road, DLF Phase 3, Gurgaon",1
"U-10/1, DLF Phase 3, Gurgaon",1
"U-2/42, Opposite Central Bank ATM, DLF Phase 3, Gurgaon",1
"Road 9, U-9/50, DLF Phase 3, Gurgaon",1
"U-1/9, DLF Phase 3, Gurgaon",1
"U-21/1, Road 15, Near Mother Dairy, DLF Phase 3, Gurgaon",1
"U-69/3, DLF Phase 3, Gurgaon",1
"Opposite City Court, Near Rapid Metro Station, DLF Phase 3, Gurgaon",1
"Shop 2, Nathupur Road, Opposite Crossroad Complex, DLF Phase 3, Gurgaon",1
"Shop 11, Nathupur Road, DLF Phase 3, Gurgaon",1
"U-9/28, DLF Phase 3, Gurgaon",1
"U-5/50, Road 16, DLF Phase 3, Gurgaon",1
"Shop U1/48 ,DLF Phase 3, Gurgaon",1
"T-20/18, DLF Phase 3, Gurgaon",1
"U-8/45, Near Rapid Metro Station, DLF Phase 3, Gurgaon",1
"U-16/10 DLF Phase 3, Gurgaon",1
"Pink Town House Market, DLF Phase 3, Gurgaon",1
"1st Floor, Rapid Metro Station, DLF Phase 3, Gurgaon",1
"Shop U-16/64, DLF Phase 3, Gurgaon",1
"U-9/1, DLF Phase 3, Gurgaon",1
"Rapid Metro Phase 3, DLF Phase 3, Gurgaon",1
"75, Behind RBS, DLF Phase 3, Gurgaon",1
"U-8/36, DLF Phase 3, Gurgaon",1
"S 31A/1, Near St. Stephen's Hospital, DLF Phase 3, Gurgaon",1
"S-27/11, DLF Phase 3, Gurgaon",1
"U 55, DLF Phase 3, Gurgaon",1
"U-6/50, Near Yashwant Department Store, DLF Phase 3, Gurgaon",1
"U-75/52, Near RBS Building, DLF Phase 3, Gurgaon",1
"U-80, DLF Phase 3, Gurgaon",1
"S-27/17, Nathupura, DLF Phase 3, Gurgaon",1
"U-25/27, Ground Floor, DLF Phase 3, Gurgaon",1
"50/21, U Block, DLF Phase 3, Gurgaon",1
"Inside DLF Phase 3 Rapid Metro Station, DLF Phase 3, Gurgaon",1
"U-9/26, DLF Phase 3, Gurgaon",1
"16/8, U Block, DLF Phase 3, Gurgaon",1
"DLF Phase 3, Gurgaon",1
"Moulsari Road, Near Moulsari Arcade, DLF Phase 3, Gurgaon",1
"DLF Phase 3, Gurgaon",1
"U-6/50, DLF Phase 3, Gurgaon",1
"Shop 4, U-6/50, DLF Phase 3, Gurgaon",1
"Shop 3, U-6/50, DLF Phase 3, Gurgaon",1
"U-16/24, DLF Phase 3, Gurgaon",1
"U79/12 DLF Phase 3, Gurgaon",1
"DLF Phase 3, Gurgaon",1
"DLF Phase 3, Gurgaon",1
"T-24, Cyber Green, DLF Phase 3, Gurgaon",1
"Opposite Hamilton Court, Galleria Road, DLF Phase 4, Gurgaon",1
"Near IFFCO Chowk Metro Station, Opposite Metro Pillar 141, DLF Phase 4, Gurgaon",1
"DLF Phase 4, Gurgaon",1
"DLF Phase 4, Gurgaon",1
"Behind Supermart 2, DLF Phase 4, Gurgaon",1
"DLF Phase 4, Gurgaon",1
"A 226 & 227, Ground Floor, Super Mart 1, DLF Phase 4, Gurgaon",1
"Shop 4, Plot 1126, DLF Phase 4, Gurgaon",1
"Opposite DLF Galleria Market, DLF Phase 4, Gurgaon",1
"E-5, Supermart 2, DLF Phase 4, Gurgaon",1
"Near Supermart 2, DLF Phase 4, Gurgaon",1
"D-10, Supermart 2, DLF Phase 4, Gurgaon",1
"E-21, Supermart 2, DLF Phase 4, Gurgaon",1
"DLF Phase 4, Gurgaon",1
"DLF Phase 4, Gurgaon",1
"B-133, Supermart 1, DLF Phase 4, Gurgaon",1
"Next to Supermart 2, DLF Phase 4, Gurgaon",1
"DLF Phase 4, Gurgaon",1
"Super Mart 2, DLF Phase 4, Gurgaon",1
"Super Mart 2, DLF Phase 4, Gurgaon",1
"B-210, DLF Super Mart 1, DLF Phase 4, Gurgaon",1
"DLF Phase 5, Gurgaon",1
"Shop 4, Near Genpact, DLF Phase 5, Gurgaon",1
"Club 5, Club Drive, DLF Phase 5, Gurgaon",1
"DLF Phase 5, Gurgaon",1
"LG-3, DLF South Point Mall, Golf Course Road, Gurgaon",1
"15, Upper Ground Floor, DLF South Point Mall, Golf Course Road, Gurgaon",1
"DLF South Point Mall, Golf Course Road, Gurgaon",1
"GK-1, Upper Basement, DLF South Point Mall, Golf Course Road, Gurgaon",1
"101 & 101B, 1st Floor, DLF South Mall, Golf Course Road, Gurgaon",1
"UG-8, DLF South Point Mall, Golf Course Road, Gurgaon",1
"314, 3rd Floor, South Point Mall, Golf Course Road, Gurgaon",1
"LG-34, DLF South Point Mall, Golf Course Road, Gurgaon",1
"B-202, 2nd Floor, DLF South Point Mall, Golf Course Road, Gurgaon",1
"UG-7, DLF South Point Mall, Golf Course Road, Gurgaon",1
"310 & 311, 3rd Floor, DLF South Point Mall, Golf Course Road, Gurgaon",1
"Ground Floor, DLF South Point Mall, Golf Course Road, Gurgaon",1
"108, 1st Floor, DLF South Point Mall, Golf Course Road, Gurgaon",1
"2, Lower Ground Floor, DLF South Point Mall, Golf Course Road, Gurgaon",1
"Lower Ground Floor , DLF South Point Mall, Golf Course Road, Gurgaon",1
"201-204, 2nd Floor, DLF Star Mall, Sector 30, Gurgaon",1
"LG-001, DLF Star Mall, NH-8, Sector 30, Gurgaon",1
"DoubleTree by Hilton, Golf Course Road, Sector 56, Gurgaon",1
"DoubleTree by Hilton, Golf Course Road, Sector 56, Gurgaon",1
"Ground Floor, DT City Centre Mall, MG Road, Gurgaon",1
"Ground Floor, DT City Centre Mall, MG Road, Gurgaon",1
"CS-211, Level 2, DT City Centre Mall, MG Road, Gurgaon",1
"Ground Floor, DT City Centre Mall, MG Road, Gurgaon",1
"2nd Floor, DT City Centre Mall, MG Road, Gurgaon",1
"212, DT City Centre Mall, MG Road, Gurgaon",1
"Shop 219, 2nd Floor, DLF City Center Mall, MG Road, Gurgaon",1
"DT Mega Mall, 3rd Floor, DLF Phase 1, Gurgaon",1
"Food Court, 3rd Floor, DLF Mega Mall, DLF Phase 1, Gurgaon",1
"3rd Floor, K4, DT Mega Mall, DLF Phase 1, Gurgaon",1
"LG 24, DLF Mega Mall, Golf Course Road, DLF Phase 1, Gurgaon",1
"DT Mega Mall, Golf Course Road, A Block, Sector 53, DLF Phase 1, Gurgaon",1
"Fortune Select Excalibur, Sohna Road, Gurgaon",1
"Fortune Select Excalibur, Sohna Road, Gurgaon",1
"Fortune Select Global, Global Arcade, MG Road, Gurgaon",1
"Basement Parking, Level 1, Global Foyer Mall, Golf Course Road, Gurgaon",1
"GF-4, Global Foyer Mall, Sector 43, Gurgaon",1
"1st Floor, Global Foyer Mall, Sector 43, Golf Course Road, Gurgaon",1
"11, Ground Floor, Global Foyer Mall, Golf Course Road, Gurgaon",1
"Ground Floor, Global Foyer Mall, Golf Course Road, Gurgaon",1
"Global Foyer Mall, Golf Course Road, Gurgaon",1
"Global Foyer Mall, Sector 43, Golf Course Road, Gurgaon",1
"DLF Golf Links, Near American Express, Golf Course Road, Gurgaon",1
"Golf Course Road, Gurgaon",1
"Near Genpact, Paras Hospital Road, Golf Course Road, Gurgaon",1
"Opposite Genpact, Golf Course Road, Gurgaon",1
"Jalsa Builiding, Golf Course Road, Gurgaon",1
"Shop 2 & 3, La Mart, La Lagune, Golf Course Road, Gurgaon",1
"Plot 414, Sector 53, Golf Course Road, Gurgaon",1
"Sector 53/54 Round About, Near Audi Showroom, Golf Course Road, Gurgaon",1
"Plot 391, Saraswati Kunj, Sector 53, Golf Course Road, Gurgaon",1
"Plot 1605, Sector 53, Golf Course Road, Gurgaon",1
"Ground Floor, Vatika Atrium, Golf Course Road, Gurgaon",1
"Plot 26, Saraswati Kunj, Opposite Alchemist Hospital, Golf Course Road, Gurgaon",1
"Opposite Metro Pillar 200, Near Suncity, Golf Course Road, Gurgaon",1
"12, Saraswati Kunj, Opposite Park Hospital, Sector 54, Golf Course Road, Gurgaon",1
"Golf Course Road, Gurgaon",1
"1185, Near Ocus Technopolis Building, Golf Course Road, Gurgaon",1
"Golf Course Road, Gurgaon",1
"Sector 53, Golf Course Road, Gurgaon",1
"Near IBIS Hotel, Golf Course Road, Gurgaon",1
"Ground Floor, MPD Tower, Opposite Magnolias, DLF 5, Golf Course Road, Gurgaon",1
"1st Floor, The Palm Springs Plaza, Golf Course Road, Gurgaon",1
"Address One, Second Floor, Next to Hilton Double Tree Hotel, Baani, Sector 56, Golf Course Road, Gurgaon",1
"Opposite Magnolia Apartment, Golf Course Road, Gurgaon",1
"2nd Floor, Jalsa Building, Opposite Arjun Marg, Golf Course Road, Gurgaon",1
"Navkriti Building, Golf Course Road, Gurgaon",1
"94-D, Opposite Vatika Towers, Sector-53, Main Golf Course Road, Gurgaon",1
"Golf Course Road, Gurgaon",1
"2nd Floor, Food Court, Hongkong Bazaar, Sector 57, Gurgaon",1
"17, 1st Floor, Hongkong Bazar Mall, Sector 57, Gurgaon",1
